x,y,z,role_id
34.26992,-0.8330924,15.815025,12
34.26992,-0.8330924,15.815025,12
34.26992,-0.8330924,15.815025,12
34.26992,-0.8330924,15.815025,12
34.26992,-0.8330924,15.815025,12
34.26992,-0.8330924,15.815025,12
0.25994825,-29.047365,7.501968,13
-2.3037553,-29.536663,5.054535,13
-2.3037553,-29.536663,5.054535,13
-5.6286845,-4.2494645,29.873339,13
0.28706107,-29.559801,8.77094,13
-5.6286845,-4.2494645,29.873339,13
-25.987675,-16.942364,7.1271057,14
2.1434894,-10.606822,6.3144236,14
-36.48315,-3.0805695,-4.641106,14
-26.818054,-15.176307,8.18268,14
-36.48315,-3.0805695,-4.641106,14
-21.865818,-14.351826,10.043418,14
-23.331781,12.229005,0.18047318,14
-21.408224,-17.73245,6.2043157,14
-21.746645,1.4474267,12.628958,14
-19.699263,6.0467124,15.28172,14
0.87686896,-5.0995674,17.16775,14
25.495735,11.049252,-0.6032368,14
-10.644402,-4.564627,-18.813992,14
4.6082067,1.4293841,-16.09172,14
-36.48315,-3.0805695,-4.641106,14
-17.669231,14.697544,2.617827,14
-36.48315,-3.0805695,-4.641106,14
-19.488916,-17.149956,6.6150274,14
-16.36126,-22.441418,4.935008,14
-1.1422303,-12.583628,-14.756034,14
-18.90471,23.268145,-5.2940416,14
-17.835001,4.8480606,-9.6973,14
25.495735,11.049252,-0.6032368,14
13.031969,-8.2553425,-1.4279844,14
14.661379,-2.0007296,-2.58543,14
-14.352422,18.419361,8.78805,14
-21.408224,-17.73245,6.2043157,14
-32.01789,5.482042,-6.098697,14
-21.27168,-15.3047285,8.407693,14
28.877306,3.9646132,-5.217905,14
-18.90471,23.268145,-5.2940416,14
-26.287415,-19.127453,11.554137,14
12.967865,-8.312121,-2.7328825,14
-32.01789,5.482042,-6.098697,14
-5.8936605,1.9732801,20.253138,14
-11.815323,-5.3100843,-18.648588,14
-2.158946,18.819017,4.585517,14
-21.746645,1.4474267,12.628958,14
-11.167107,-8.900876,-25.842262,14
-24.276062,-19.94608,10.928755,14
-2.2070398,-13.198092,-15.200047,14
-18.145542,16.053715,2.6401706,14
-26.081459,-14.897524,6.196427,14
-36.48315,-3.0805695,-4.641106,14
-1.2512538,9.708098,2.38167,14
-28.215578,-16.386646,7.1460757,14
-20.471485,-18.421455,7.906405,14
-36.48315,-3.0805695,-4.641106,14
2.7632518,15.301375,-0.3171196,14
-18.90471,23.268145,-5.2940416,14
5.2760105,3.9387915,-8.41017,14
0.9728435,-9.7406645,-1.5228238,14
-10.348704,18.175333,5.204337,14
-16.062223,-22.041414,6.179262,14
-27.144588,-16.526457,5.3155913,14
-1.2069138,26.514587,2.6109943,14
13.131894,2.2563493,10.483141,14
4.926655,-4.139443,5.855253,14
-22.521801,13.182208,0.59277487,14
0.7335585,7.773657,0.97419643,14
-14.460239,9.106178,-18.801193,15
12.24579,16.733572,-17.075766,15
14.315966,21.998846,-13.679423,15
-10.181722,-3.744966,-21.52886,15
8.285643,16.11171,-7.0894966,15
13.591101,17.282335,-17.440304,15
9.937944,20.760298,-17.709768,15
21.015722,-3.4765663,-16.301874,15
40.251713,-8.145074,-5.487335,15
-0.2944677,-9.328933,-9.811403,15
-3.3788404,-9.107931,-11.755242,15
-15.515952,9.726241,-20.702986,15
-2.4996846,-3.4669771,-16.139647,15
1.6813104,10.907467,-12.407315,15
6.571997,8.146627,-13.812435,15
10.301769,-14.485921,-23.838686,15
0.8567165,14.18744,-16.537096,15
19.87841,6.5834913,-14.335254,15
-0.24882603,3.8331835,-13.4221735,15
23.744698,5.38677,-9.518825,15
11.163959,18.581272,-6.745276,15
-16.409428,10.245133,-18.692589,15
-23.256624,19.695705,-3.7297792,15
21.970438,4.639286,-14.659187,15
15.017625,14.501161,-20.638845,15
4.637247,17.579084,-17.369658,15
-1.8447572,-3.9349103,-3.292862,15
11.954629,20.825321,-19.191404,15
9.015794,16.741852,-8.102656,15
-5.4131117,7.413889,-13.6221285,15
12.787379,12.371619,-12.547644,15
-0.22127827,-14.864934,-15.95072,15
11.954629,20.825321,-19.191404,15
18.534372,-9.645073,-7.5429735,15
21.286354,3.4222546,-13.965698,15
6.925584,11.649368,-13.871491,15
-0.7797979,8.173545,-7.952554,15
-16.399412,8.103875,-19.40133,15
12.883539,13.458884,-14.554565,15
18.534372,-9.645073,-7.5429735,15
15.017625,14.501161,-20.638845,15
-14.460239,9.106178,-18.801193,15
4.637247,17.579084,-17.369658,15
19.824493,7.972131,-14.23124,15
11.163959,18.581272,-6.745276,15
9.627406,21.714115,-19.949867,15
22.809023,-3.7283683,-15.58759,15
-0.2885075,-0.3994408,-9.304563,15
0.91470903,7.163865,-9.585217,15
14.389296,13.439488,-16.61071,15
6.3229275,2.559376,-14.590997,15
-20.192047,-11.507775,-1.5481161,15
2.273341,-4.9945164,-11.011414,15
17.983448,-7.2124453,-18.108185,15
19.914837,-2.9232666,-17.059738,15
14.315966,21.998846,-13.679423,15
15.017625,14.501161,-20.638845,15
21.63618,1.741219,-14.516252,15
9.971979,19.153404,-19.625727,15
-2.4114852,-5.784394,-21.043394,15
15.017625,14.501161,-20.638845,15
-5.5393386,-9.441955,-23.848112,15
23.744698,5.38677,-9.518825,15
-0.5649063,-3.3505251,-13.984524,15
18.601267,-1.3024439,-4.385854,15
16.985561,-6.4542494,-16.290203,15
-5.4131117,7.413889,-13.6221285,15
1.5751959,-2.444495,2.396567,15
2.955424,10.637748,-12.54385,15
0.8567165,14.18744,-16.537096,15
-2.9258568,-3.9660542,-4.024158,15
11.067637,20.401932,-21.476181,15
0.8567165,14.18744,-16.537096,15
6.8268633,16.213701,-3.5398905,15
-24.172789,20.404913,-4.35206,15
-3.6698062,-8.491521,-10.389764,15
-20.365694,17.51401,-3.5325878,15
9.971979,19.153404,-19.625727,15
6.9866433,10.20337,-13.830803,15
9.522585,-13.102717,-22.864285,15
-1.6925917,14.165878,-16.466555,15
2.769229,-0.3446739,-12.684314,15
15.30468,12.841589,-18.051458,15
15.017625,14.501161,-20.638845,15
0.7945685,-6.9528203,-22.143023,15
14.292935,17.13528,-14.954952,15
9.46732,1.0818286,1.4426119,16
-14.71772,-0.5476189,23.368713,16
-3.5118597,-22.375334,-21.989946,16
7.932252,-0.136496,0.88568646,16
-26.752012,-27.481018,0.6471512,16
-22.07335,6.9832525,16.091475,16
-12.773828,-8.954218,-19.45098,16
-31.718393,6.398544,8.938865,16
-6.22432,-17.852896,-1.4400698,16
-12.886528,-0.7760592,22.46634,16
-23.03039,-2.0565116,-0.7993906,16
8.720492,-5.92425,-18.117365,16
-28.746502,-28.300566,2.1020215,16
2.0391586,18.679897,-2.8385062,16
-15.390952,-20.080109,-21.717348,16
11.843226,-11.317581,-17.611717,16
9.503442,-0.9099997,1.9533411,16
-15.3483925,-5.007665,-1.7143071,16
5.4835324,20.798107,-3.8100836,16
-15.390952,-20.080109,-21.717348,16
-3.5118597,-22.375334,-21.989946,16
10.819109,-11.403901,-16.786919,16
-24.481596,6.3271327,15.573288,16
8.17489,0.35592675,2.8570082,16
-12.3014555,-9.161473,-20.651457,16
4.259199,2.7882853,-10.459694,16
-9.856199,-7.8131614,-20.209076,16
-14.71772,-0.5476189,23.368713,16
2.364324,18.792156,-4.6684046,16
1.207511,-10.207466,0.037304334,16
-6.4971514,-20.23069,-16.469725,16
-26.752012,-27.481018,0.6471512,16
-13.092858,3.7048368,-23.173246,16
-5.0450463,-14.8764,-0.7878396,16
-31.718393,6.398544,8.938865,16
-23.538807,6.148821,17.745024,16
-6.52916,-19.108908,-17.1542,16
4.725469,20.950312,-2.195281,16
0.051965065,16.434732,-5.310377,16
-22.880182,8.823197,17.696245,16
-14.71772,-0.5476189,23.368713,16
11.463973,-12.762645,-21.268284,16
-4.878212,-6.7853847,4.4306784,16
-2.5029602,15.332716,-7.5945587,16
-9.286715,17.149397,-12.699229,16
-31.718393,6.398544,8.938865,16
-5.978597,-7.447144,4.1006007,16
-12.159792,4.1224685,-22.358608,16
-6.22432,-17.852896,-1.4400698,16
-9.610258,21.154337,9.649586,16
-23.482937,-4.52332,-19.605257,17
-9.251985,-1.6288153,0.6337268,17
-2.6305933,2.8714077,6.962485,17
19.168085,-1.8992969,-7.2577157,17
-14.894644,-14.218106,3.1105945,17
13.240937,-5.822122,-17.834944,17
4.699758,-5.319884,2.978565,17
-7.957233,-2.1900342,7.197652,17
-25.066788,7.4944777,5.6730046,17
13.004961,-11.033553,-2.0406613,17
1.0234084,-9.353979,-3.7021053,17
-22.282206,-17.29534,-3.1042588,17
-36.475597,-6.479222,-0.8451083,17
-4.848297,-7.280839,-8.536895,17
-33.935932,-14.684387,0.0996764,17
-32.905594,-6.35627,-5.9735317,17
3.5029693,-3.8822308,3.5079296,17
-32.905594,-6.35627,-5.9735317,17
-33.46318,-11.58998,0.59851235,17
1.747952,3.1157646,-12.783406,17
1.0977554,27.379963,0.9173036,17
7.2301464,-5.5916824,-4.9504848,17
-16.250881,7.4892864,2.834461,17
11.325931,-4.638557,-7.1453466,17
-23.133,-16.339909,-3.3872256,17
20.016436,-9.830458,1.6747978,17
8.529637,-6.7950673,-4.538745,17
-2.8192565,3.8770187,-8.508952,17
-33.086796,-14.650303,1.8316249,17
18.389175,1.5204617,-6.7182956,17
-0.7224141,1.1913012,-10.758731,17
7.3324285,-7.1116695,-6.954203,17
-33.46318,-11.58998,0.59851235,17
17.6568,-7.589706,0.12516361,17
8.076272,1.2066845,-16.258915,17
-1.6642182,16.493309,2.1199002,17
9.118274,-9.931423,-0.5678119,17
3.6198673,-9.241026,-6.6473923,17
-3.8986094,-24.92547,5.369742,17
3.444668,-5.8156157,3.7021847,17
-6.56895,-1.3388947,1.726378,17
-34.921944,-1.6643151,-2.943878,17
-32.01341,-14.635478,0.20445138,17
-36.814587,-4.2871327,-0.76268595,17
7.9329095,13.089135,16.149216,17
-10.311105,-17.694735,-24.684315,17
6.5451,-4.017484,-14.342897,17
-38.040436,-5.6205826,-1.5947856,17
-7.0691466,-3.3296528,1.098329,17
13.122391,-11.929063,-15.216923,17
-8.934644,-1.6969436,6.4718866,17
6.7455473,7.993073,4.1688585,17
-37.61336,-0.044919193,-3.6404085,17
-32.013012,-5.5930157,-4.5432916,17
-31.746914,-11.761583,1.3879433,17
18.389175,1.5204617,-6.7182956,17
11.707471,-3.737589,-18.687164,17
-5.9744124,-16.982826,7.2982116,17
-3.8986094,-24.92547,5.369742,17
