,x,y,z,role
1023,-4.0542293,-5.9952936,21.665545,Software Engineering
1024,-5.9455495,-11.015845,13.102698,Software Engineering
1025,0.79231226,-14.2538595,15.950728,Software Engineering
1026,6.292908,-6.2353473,-1.2304858,Technical Infrastructure
1027,-0.12600087,-16.027336,-1.3354436,Technical Infrastructure
1028,6.7444754,-8.159074,4.664276,Technical Infrastructure
1029,-5.235959,-7.3467116,1.4834633,Technical Infrastructure
1030,-4.911987,-22.719633,12.384963,Technical Infrastructure
1031,-1.3234688,-16.098955,-1.4121693,Technical Infrastructure
1032,-8.087859,-22.026285,4.72775,Technical Infrastructure
1033,-20.159044,-35.63337,7.088443,Technical Infrastructure
1034,-6.483596,-21.442108,16.20681,Technical Infrastructure
1035,12.191436,-13.85249,5.785293,Technical Infrastructure
1036,12.792415,-16.834738,8.535447,Technical Infrastructure
1037,0.13732791,-30.163927,16.036743,Technical Solutions
1038,0.7107265,-8.4552965,7.1352863,Technical Solutions
1039,-5.1615734,-2.992803,0.21682976,Technical Solutions
1040,-9.761494,-17.681698,2.8707216,Technical Solutions
1041,-5.010607,9.684386,28.028448,Technical Solutions
1042,-13.421629,-25.778753,2.8635592,Technical Solutions
1043,-4.897172,-22.069662,0.54719496,Technical Solutions
1044,-10.762781,9.733728,29.345268,Technical Solutions
1045,-6.22651,-21.304993,3.3885615,Technical Solutions
1046,11.042827,-3.14181,-11.06959,Technical Solutions
1047,17.975096,19.69624,5.9327035,Technical Solutions
1048,-8.548094,6.486378,27.594528,Technical Solutions
1049,-21.442194,-0.73213583,7.072487,Technical Solutions
1050,-23.116972,-1.1139027,8.199053,Technical Solutions
1051,-5.1309814,-24.81846,-5.220541,Technical Solutions
1052,4.0740867,16.160467,-8.336572,Technical Solutions
1053,-3.126344,-22.05637,2.4619782,Technical Solutions
1054,1.2910044,13.706853,11.070779,Technical Solutions
1055,11.042827,-3.14181,-11.06959,Technical Solutions
1056,17.975096,19.69624,5.9327035,Technical Solutions
1057,-14.146437,-19.867916,11.66145,Technical Solutions
1058,-3.233727,-32.1818,-16.552538,Technical Solutions
1059,0.13732791,-30.163927,16.036743,Technical Solutions
1060,-3.9384997,4.5581217,5.756815,Technical Solutions
1061,-18.994991,-2.0979388,9.766468,Technical Solutions
1062,-4.0202565,-23.951656,1.3902345,Technical Solutions
1063,-5.0026574,-0.5252805,17.9909,Technical Solutions
1064,20.436596,-10.827598,-7.0099316,Technical Solutions
1065,-12.362325,-27.778728,1.5575861,Technical Solutions
1066,-7.6421585,14.662029,10.066271,Technical Solutions
1067,-2.0424557,-30.004469,-17.302832,Technical Solutions
1068,-1.4308709,-28.50824,11.766404,Technical Solutions
1069,-13.421629,-25.778753,2.8635592,Technical Solutions
1070,-13.129829,-21.389923,10.839812,Technical Solutions
1071,-1.5945364,-5.515165,11.01078,Technical Solutions
1072,-3.409326,-20.41354,0.8233518,Technical Solutions
1073,-10.093185,22.290026,10.527542,Technical Solutions
1074,-1.0747247,-31.78652,-17.933372,Technical Solutions
1075,-9.768299,-18.253979,6.890306,Technical Solutions
1076,8.139646,17.786842,-6.406319,Technical Solutions
1077,-2.8566532,8.915798,26.941107,Technical Solutions
1078,-18.236744,10.6271515,4.109987,Technical Solutions
1079,-2.5334382,-22.529825,0.14743365,Technical Solutions
1080,-8.212901,-18.788954,4.379393,Technical Solutions
1081,-5.5957775,-16.57018,11.712689,Technical Solutions
1082,-10.331481,-19.391691,6.6914096,Technical Solutions
1083,2.249981,15.302127,15.947954,Technical Solutions
1084,19.660896,-10.255553,5.0486493,Technical Solutions
1085,-18.994991,-2.0979388,9.766468,Technical Solutions
1086,-13.287257,-25.413465,0.93121433,Technical Solutions
1087,-4.2426453,-3.984011,11.998582,Technical Solutions
1088,-11.281707,-18.389263,9.848295,Technical Solutions
1089,0.13732791,-30.163927,16.036743,Technical Solutions
1090,-2.2913778,-29.120634,13.138711,Technical Solutions
1091,-17.675941,7.0325994,15.079966,Technical Solutions
1092,-3.6896052,8.048505,26.532536,Technical Solutions
1093,-2.1923127,-32.452194,0.5860248,Technical Solutions
1094,1.7245032,13.69404,15.926788,Technical Solutions
1095,-2.7166784,-21.831924,-10.454584,Technical Solutions
1096,4.0317216,14.529765,-8.34184,Technical Solutions
1097,-1.6578472,0.4359266,18.297281,Technical Solutions
1098,-14.122702,-21.636093,12.506539,Technical Solutions
1099,-16.403826,-3.367379,10.826246,Technical Solutions
1100,0.13732791,-30.163927,16.036743,Technical Solutions
1101,-5.1309814,-24.81846,-5.220541,Technical Solutions
1102,-13.421629,-25.778753,2.8635592,Technical Solutions
1103,2.360622,15.059149,-8.356778,Technical Solutions
1104,-23.55184,-0.23851623,6.4678955,Technical Solutions
1105,12.053387,-2.9542956,-12.777161,Technical Solutions
1106,-22.233252,-1.1434145,5.2894983,Technical Solutions
1107,-15.926412,26.013752,-1.5291351,Technical Solutions
1108,-2.1923127,-32.452194,0.5860248,Technical Solutions
1109,1.3516204,-21.039682,-20.099398,Technical Solutions
1110,0.885763,17.995983,-14.803857,Technical Solutions
1111,-1.0747247,-31.78652,-17.933372,Technical Solutions
1112,-17.430656,-5.5361953,6.5149117,Technical Solutions
1113,-12.498315,-20.539532,12.5423355,Technical Solutions
1114,-1.0747247,-31.78652,-17.933372,Technical Solutions
1115,0.13732791,-30.163927,16.036743,Technical Solutions
1116,-12.391439,-15.861023,1.9240218,Technical Solutions
1117,4.061727,10.65646,-6.8979945,Technical Solutions
1118,-3.126344,-22.05637,2.4619782,Technical Solutions
1119,-6.86887,-11.455542,-23.561497,Technical Solutions
1120,13.063678,-6.4179373,-7.5248966,Technical Solutions
1121,-4.032077,-31.466854,0.10651793,Technical Solutions
1122,-1.5445154,-27.731062,13.584043,Technical Solutions
1123,-2.5334382,-22.529825,0.14743365,Technical Solutions
1124,-19.249422,-6.45767,3.6362803,Technical Solutions
1125,-3.2608974,-16.085743,-2.590009,Technical Solutions
1126,-5.5957775,-16.57018,11.712689,Technical Solutions
1127,-11.281707,-18.389263,9.848295,Technical Solutions
1128,-1.6573431,-31.70834,-15.462425,Technical Solutions
1129,-18.994991,-2.0979388,9.766468,Technical Solutions
1130,3.2506347,14.035517,15.45613,Technical Solutions
1131,-2.0574167,-22.214281,-11.401721,Technical Solutions
1132,-2.3801208,-31.37056,-1.2525339,Technical Solutions
1133,-13.570467,-17.136614,7.2564006,Technical Solutions
1134,-13.570467,-17.136614,7.2564006,Technical Solutions
1135,-22.67541,-2.4583254,6.782609,Technical Solutions
1136,-4.032077,-31.466854,0.10651793,Technical Solutions
1137,-10.901324,-8.457551,24.94996,Technical Writing
1138,-10.901324,-8.457551,24.94996,Technical Writing
1139,-13.015033,-8.456854,24.598156,Technical Writing
1140,-11.758582,-7.104467,23.516813,Technical Writing
1141,-12.100136,-6.80319,25.61293,Technical Writing
1142,11.62524,1.6736071,-15.439554,User Experience & Design
1143,18.903812,-6.2550898,25.10207,User Experience & Design
1144,6.474937,-6.9505844,18.97822,User Experience & Design
1145,18.458439,-4.951673,27.201595,User Experience & Design
1146,-5.728061,10.592006,29.884474,User Experience & Design
1147,5.0664845,-3.9486878,22.135239,User Experience & Design
1148,1.8306865,-8.245748,26.242867,User Experience & Design
1149,2.1818938,-5.930183,17.028896,User Experience & Design
1150,2.4750335,-5.731201,15.707073,User Experience & Design
1151,2.0703487,-6.033484,25.592398,User Experience & Design
1152,10.927398,-28.432741,-0.21620423,User Experience & Design
1153,4.182712,-5.653227,25.67012,User Experience & Design
1154,17.53959,-5.6837244,28.8179,User Experience & Design
1155,-2.2301605,-7.4198327,26.624615,User Experience & Design
1156,-3.0526536,-4.152752,26.908047,User Experience & Design
1157,3.7261972,-3.820184,22.511003,User Experience & Design
1158,-5.4764414,-14.307411,-5.593092,User Experience & Design
1159,-8.198247,14.86912,4.4444633,User Experience & Design
1160,17.444262,-10.95643,27.156618,User Experience & Design
1161,-8.085821,8.549368,30.73254,User Experience & Design
1162,15.768988,-3.9641545,26.684414,User Experience & Design
1163,5.668203,-8.28047,18.180143,User Experience & Design
1164,15.132628,-3.962142,28.853807,User Experience & Design
1165,6.2145753,-10.950255,16.498514,User Experience & Design
1166,4.025607,0.7706655,20.0904,User Experience & Design
1167,-3.0526536,-4.152752,26.908047,User Experience & Design
1168,15.139486,-6.02942,28.317087,User Experience & Design
1169,-7.0246043,-3.5401053,26.127481,User Experience & Design
1170,-7.0246043,-3.5401053,26.127481,User Experience & Design
1171,6.4084606,-8.747798,20.087582,User Experience & Design
1172,17.444262,-10.95643,27.156618,User Experience & Design
1173,4.382185,-9.171659,22.76851,User Experience & Design
1174,-2.0470068,-3.0455449,22.045435,User Experience & Design
1175,15.768988,-3.9641545,26.684414,User Experience & Design
1176,5.6721354,5.2501493,21.085226,User Experience & Design
1177,-3.2373724,-2.6327465,22.194332,User Experience & Design
1178,-7.532188,-4.138083,24.212914,User Experience & Design
1179,11.0365305,1.9843224,25.891026,User Experience & Design
1180,17.96555,-2.6895752,28.466763,User Experience & Design
1181,8.856295,-5.8032923,18.839342,User Experience & Design
1182,2.5342577,-7.2483244,24.218414,User Experience & Design
1183,11.62524,1.6736071,-15.439554,User Experience & Design
1184,15.495031,-6.126291,26.234068,User Experience & Design
1185,17.31389,-11.701652,29.531569,User Experience & Design
1186,11.913613,-29.248154,-0.8473757,User Experience & Design
1187,4.599339,-3.2030542,20.176018,User Experience & Design
1188,-1.7029352,-1.2594736,14.250582,User Experience & Design
1189,3.921059,-7.8103433,25.476519,User Experience & Design
1190,7.3758545,-8.146936,18.02796,User Experience & Design
1191,9.873326,2.2856774,25.86903,User Experience & Design
1192,11.62524,1.6736071,-15.439554,User Experience & Design
1193,5.921384,4.3143187,20.169468,User Experience & Design
1194,-0.17194462,-4.7727084,27.960876,User Experience & Design
1195,3.0464003,-6.9947762,27.324581,User Experience & Design
1196,17.444262,-10.95643,27.156618,User Experience & Design
1197,4.6052794,3.009114,0.86895895,User Experience & Design
1198,19.185423,-9.580269,25.692959,User Experience & Design
1199,5.0143456,-13.446003,8.382796,User Experience & Design
1200,20.800507,-10.370964,24.67844,User Experience & Design
1201,-1.7700489,-5.3925524,26.105669,User Experience & Design
1202,13.724491,-4.821684,27.154243,User Experience & Design
1203,-5.4764414,-14.307411,-5.593092,User Experience & Design
1204,10.422312,-28.857937,-1.921569,User Experience & Design
1205,-0.4525289,-20.63757,28.381826,User Experience & Design-Intern
1206,7.3273187,-20.577791,30.244999,User Experience & Design-Intern
1207,12.901478,-15.629116,28.935717,User Experience & Design-Intern
1208,3.4057992,-16.285532,31.632702,User Experience & Design-Intern
1209,1.3457131,-15.814789,30.430079,User Experience & Design-Intern
1210,-0.4525289,-20.63757,28.381826,User Experience & Design-Intern
1211,-0.4525289,-20.63757,28.381826,User Experience & Design-Intern
1212,-0.4525289,-20.63757,28.381826,User Experience & Design-Intern
1213,13.609702,-16.493435,26.91281,User Experience & Design-Intern
1214,12.901478,-15.629116,28.935717,User Experience & Design-Intern
1215,9.105696,-8.49677,20.098782,User Experience & Design-Intern
1216,-3.4629416,-1.9544383,26.041252,User Experience & Design-Intern
1217,3.3872533,-16.351332,29.187346,User Experience & Design-Intern
1218,12.901478,-15.629116,28.935717,User Experience & Design-Intern
1219,3.3872533,-16.351332,29.187346,User Experience & Design-Intern
1220,3.3872533,-16.351332,29.187346,User Experience & Design-Intern
1221,13.609702,-16.493435,26.91281,User Experience & Design-Intern
1222,13.609702,-16.493435,26.91281,User Experience & Design-Intern
1223,3.3872533,-16.351332,29.187346,User Experience & Design-Intern
1224,3.3872533,-16.351332,29.187346,User Experience & Design-Intern
1225,7.3273187,-20.577791,30.244999,User Experience & Design-Intern
